,name,res,p
0,OptiMAC_25/30_p=0.6,0.22068965517242503,0.6
1,OptiMAC_30/30_p=0.6,0.26666666666665767,0.6
2,OptiMAC_18/30_p=0.6,0.0,0.6
3,OptiMAC_13/25_p=0.6,0.49367442621259083,0.6
4,OptiMAC_14/25_p=0.6,0.4893550043905612,0.6
5,OptiMAC_15/25_p=0.6,0.38185547598196157,0.6
6,OptiMAC_16/25_p=0.6,0.27619285773824664,0.6
7,OptiMAC_18/25_p=0.6,0.47280845232878244,0.6
8,OptiMAC_20/25_p=0.6,0.6651724110115318,0.6
9,OptiMAC_22/25_p=0.6,0.6860181550633696,0.6
10,OptiMAC_25/25_p=0.6,0.6737272760755152,0.6
11,AggMAC_2,0.0,0.6
12,AggMAC_3,0.0,0.6
13,AggMAC_4,0.0,0.6
14,AggMAC_5,0.0,0.6
15,trad,0.8000000000000723,0.6
16,Whip_2,0.0,0.6
17,Whip_3,0.0,0.6
18,Whip_4,0.0,0.6
19,Whip_5,0.0,0.6
20,OptiMAC_5/30_p=0.6,0.0,0.6
21,OptiMAC_10/30_p=0.6,0.5538461538461145,0.6
22,Golomb,0.0,0.6
23,g-Sidon_2,0.0,0.6
0,OptiMAC_5/20_p=0.7,0.18904833268073482,0.7
1,OptiMAC_10/20_p=0.7,0.6365490526923211,0.7
2,OptiMAC_15/20_p=0.7,0.3262418645311982,0.7
3,OptiMAC_5/30_p=0.7,0.29090909090907763,0.7
4,OptiMAC_10/30_p=0.7,0.5647058823529287,0.7
5,OptiMAC_15/30_p=0.7,0.7314285714285711,0.7
6,AggMAC_2,0.45656291306947805,0.7
7,AggMAC_3,0.0,0.7
8,AggMAC_4,0.0,0.7
9,AggMAC_5,0.0,0.7
10,trad,0.8419674159661432,0.7
11,Whip_2,0.021853551038077196,0.7
12,Whip_3,0.0,0.7
13,Whip_4,0.0,0.7
14,Whip_5,0.0,0.7
15,OptiMAC_25/30_p=0.7,0.4324324324324417,0.7
16,OptiMAC_30/30_p=0.7,0.6736842105263126,0.7
17,OptiMAC_18/30_p=0.7,0.2696629213483054,0.7
18,OptiMAC_13/25_p=0.7,0.6206863725070122,0.7
19,OptiMAC_14/25_p=0.7,0.30522691705790567,0.7
20,OptiMAC_15/25_p=0.7,0.3061485975393233,0.7
21,OptiMAC_16/25_p=0.7,0.4619883040935732,0.7
22,OptiMAC_18/25_p=0.7,0.6174464804601772,0.7
23,OptiMAC_20/25_p=0.7,0.6075306075306096,0.7
24,OptiMAC_22/25_p=0.7,0.6352742616033725,0.7
25,OptiMAC_25/25_p=0.7,0.6389261018417377,0.7
26,Golomb,0.8421052631579161,0.7
27,g-Sidon_2,0.8421052631579161,0.7
0,OptiMAC_5/20_p=0.8,0.4812030075187979,0.8
1,OptiMAC_10/20_p=0.8,0.4057971014492557,0.8
2,OptiMAC_15/20_p=0.8,0.8951048951048568,0.8
3,OptiMAC_5/30_p=0.8,0.2436548223350099,0.8
4,OptiMAC_10/30_p=0.8,0.633663366336598,0.8
5,OptiMAC_15/30_p=0.8,0.7342995169082749,0.8
6,AggMAC_2,0.6954113498122921,0.8
7,AggMAC_3,0.47446744312352834,0.8
8,AggMAC_4,0.23929799986138614,0.8
9,AggMAC_5,0.0,0.8
10,trad,0.8648648648649263,0.8
11,Whip_2,0.46376811594200573,0.8
12,Whip_3,0.0,0.8
13,Whip_4,0.0,0.8
14,Whip_5,0.0,0.8
15,OptiMAC_25/30_p=0.8,0.7741935483871244,0.8
16,OptiMAC_30/30_p=0.8,0.7207207207207011,0.8
17,OptiMAC_18/30_p=0.8,0.5333333333333153,0.8
18,OptiMAC_13/25_p=0.8,0.6936416184971361,0.8
19,OptiMAC_14/25_p=0.8,0.0,0.8
20,OptiMAC_15/25_p=0.8,0.8228571428571674,0.8
21,OptiMAC_16/25_p=0.8,0.7727272727273307,0.8
22,OptiMAC_18/25_p=0.8,0.8539325842697135,0.8
23,OptiMAC_20/25_p=0.8,0.755555555555506,0.8
24,OptiMAC_22/25_p=0.8,0.8351648351648551,0.8
25,OptiMAC_25/25_p=0.8,0.7783783783784125,0.8
26,Golomb,0.828828828828878,0.8
27,g-Sidon_2,0.828828828828878,0.8
28,g-Sidon_2,0.828828828828878,0.8
0,OptiMAC_5/20_p=0.9,0.8053691275167697,0.9
1,OptiMAC_10/20_p=0.9,0.727272727272647,0.9
2,OptiMAC_15/20_p=0.9,0.9056603773584702,0.9
3,OptiMAC_5/30_p=0.9,0.434389140271525,0.9
4,OptiMAC_10/30_p=0.9,0.5663716814158893,0.9
5,OptiMAC_15/30_p=0.9,0.6926406926407064,0.9
6,AggMAC_2,0.8308978867636332,0.9
7,AggMAC_3,0.7428655747381288,0.9
8,AggMAC_4,0.6436708022429393,0.9
9,AggMAC_5,0.5394525150100267,0.9
10,trad,0.8780487804878893,0.9
11,Whip_2,0.727272727272647,0.9
12,Whip_3,0.5307899647522868,0.9
13,Whip_4,0.32214765100668546,0.9
14,Whip_5,0.10806247361756437,0.9
15,OptiMAC_30/30_p=0.9,0.0,0.9
16,OptiMAC_25/30_p=0.9,0.0,0.9
17,OptiMAC_18/30_p=0.9,0.0,0.9
18,OptiMAC_13/25_p=0.9,0.8699750744094006,0.9
19,OptiMAC_14/25_p=0.9,0.845294258173821,0.9
20,OptiMAC_15/25_p=0.9,0.8811488567634974,0.9
21,OptiMAC_16/25_p=0.9,0.8566608318746944,0.9
22,OptiMAC_18/25_p=0.9,0.8471821946504292,0.9
23,OptiMAC_20/25_p=0.9,0.777479884176739,0.9
24,OptiMAC_22/25_p=0.9,0.830424630772719,0.9
25,OptiMAC_25/25_p=0.9,0.7991513458359226,0.9
26,g-Sidon_2,0.878048780487876,0.9
27,Golomb,0.878048780487876,0.9
